,TIME,COUNT_NEWS,trade_index,fiscal_index,monetary_index
763,2014-12-26,1,0,0,0
764,2014-12-27,2,32,0,0
765,2014-12-28,1,150,0,0
766,2014-12-29,2,154,0,0
767,2014-12-30,2,0,0,0
768,2014-12-31,2,662,278,150
769,2015-01-03,1,0,0,0
770,2015-01-04,1,120,6,6
771,2015-01-06,2,0,0,0
772,2015-01-07,2,0,0,0
773,2015-01-08,3,0,0,0
774,2015-01-09,3,414,0,0
775,2015-01-11,1,0,0,0
776,2015-01-12,1,9,0,0
777,2015-01-13,6,8,0,0
778,2015-01-14,3,60,0,0
779,2015-01-15,2,0,0,0
780,2015-01-16,3,4,4,0
781,2015-01-17,1,0,0,0
782,2015-01-19,3,24,40,16
783,2015-01-20,4,0,0,0
784,2015-01-21,4,0,0,0
785,2015-01-22,4,102,18,6
786,2015-01-23,4,120,36,21
787,2015-01-24,1,120,0,0
788,2015-01-25,1,112,0,0
789,2015-01-26,2,0,0,0
790,2015-01-27,4,0,0,0
791,2015-01-28,5,0,0,0
792,2015-01-29,2,0,0,0
793,2015-01-30,2,0,0,0
794,2015-01-31,2,0,0,0
795,2015-02-01,1,45,0,0
796,2015-02-02,2,0,0,0
797,2015-02-03,2,0,0,0
798,2015-02-04,3,0,0,0
799,2015-02-05,5,0,0,0
800,2015-02-06,6,0,0,0
801,2015-02-07,1,0,0,0
802,2015-02-08,1,0,0,0
803,2015-02-09,1,0,0,0
804,2015-02-10,4,0,0,0
805,2015-02-11,2,0,0,0
806,2015-02-13,4,0,0,0
807,2015-02-14,2,0,0,0
808,2015-02-15,1,0,0,0
